text,tag 
vestnik nauk obrazovaniy severozapad ross 2018 vol,0
vliyan form razmer otverst perforats na ustoychiv vnetsentrennoszhat staln dvutavrov element,0
loca buckling analysis periodic sinusoida corrugated compos panels uniaxia compression,0
primenen staln balok gofrirovanno stenko v gidrotekhnichesk sooruzheniy,0
sovershenstvovan konstruktivn resheniy balk gofrirovanno stenko,0
vliyan krivizn stenok korobchat balok na mest научнотехническ вестник государствен 2019 4 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
22281 2413992020190504481487 487 строен наук образован,0
местн устойчив балк прямолинейн криволинейн стенк сб,1
анализ местн устойчив элемент коробчат балк криволинейн стенк недел наук спбп материа научн,1
услов переход местн устойчив криволинейн стенк коробчат балк пояс недел наук спбп материа научн,1
теор планирован эксперимент анализ статистическ дат,0
tabassum mahzabe rak khan mahmud amanat,0
parametric stud fe model coldformed plain lipped csection shear combined bending shear journa materials engineering structures,0
parametric studies buckling thin walled channel beams computationa materials scienc,0
influenc flections radius valu loca buckling boxshaped beams nonlinear walls internationa review mechanica engineering,0
costsafet optimization steelconcret compos beams using standardized formulation engineering scienc technolog internationa journa,0
sovremen mashinostroen nauk obrazovan 2016 pp,0
mestno ustoychiv balok pryamolineyn krivolineyn stenk,0
sbornik doklad xxi mezhdunarodno nauchnotekhnichesko konferents,0
analiz mestno ustoychiv element korobchato balk krivolineyn stenk,0
uslov perekhod mestno ustoychiv krivolineyno stenk korobchato balk k poyas,0
material nauchno konferents mezhdunarodn uchast 2016 pp,0
teoriy planirovaniy eksperiment analiz statistichesk dan,0
tabassum mahzabe rak khan mahmud amanat,0
parametric stud fe model coldformed plain lipped csection shear combined bending shear,0
parametric studies buckling thin walled channel beams,0
influenc flections radius valu loca buckling boxshaped beams nonlinear walls,0
internationa review mechanica engineering 2017 vol,0
costsafet optimization steelconcret compos beams using standardized formulation,0
engineering scienc technolog internationa journa 2016,0
эксплуатацион свойств мног детал строительнодорожн машин соединен зависет форм числен параметр шероховат поверхн,1
наибол широк использова метод механическ обработк явля точен растачиван,1
прич услов ремонтн производств обработк вест чащ использован универсальн технологическ оборудован ручн управлен,1
дат случа точност качеств значительн мер определя квалификац рабочегостаночник котор зачаст ниж изготовлен нов издел,0
поэт рабоч адекватн оцен ход процесс обработк выяв причин появлен брак,1
выход дат ситуац создан решен област активн контрол 1,0
точност качеств обработк существен влиян оказыва износ режущ инструмент 2,1
зависим степен износ инструмент выдел вариант использован 1 использован рекомендова реж обработк 2 использован заниз реж обработк 3 зам инструмент,1
сравнен техническ экономическ возможн произвест основ метод анализ иерарх,0
дат случа предполага решен задач уровен иерарх выбор шест альтернатив пят критер,0
важн момент разработк решен област активн контрол явля выбор источник информац,0
наибол широк использова метод диагностик инструмент привест,0
метод активн диагностик режущ инструмент перечен альтернативн вариант привест,0
1 качеств критер выдел след 1 инвариантн метод реж услов обработк к1 2 быстродейств алгоритм распознаван к2 3 точност измерен к3 4 надежн достоверн измерен к4 5 простот техническ реализац стоимост к5,1
научнотехническ вестник государствен 2019 4 nauchnotekhnicheskiyvestnikbryanskogogosudarstvennogouniversitet 2019,0
расчет коэффициент программ сппр выбор 6,0
0 вычислен коэффициент провод основ парн сравнен уровен цел альтернатив,0
расчет провод программн пакет сппр выбор 6,0
4 привест результат комплексн техникоэкономическ анализ,0
4 хорош сочетан критер облада метод виб научнотехническ вестник государствен 2019 4 nauchnotekhnicheskiyvestnikbryanskogogosudarstvennogouniversitet 2019,0
иде акустическ диагностик состоян режущ инструмент основа мысл определен состоян технологическ систем соответствова строг индивидуальн акустическ излучен,0
результат комплексн техникоэкономическ анализ счита акустическ излучен эмисс представля себ упруг энерг котор высвобожда тверд тел деформац разрушен,0
акустическ сигна имет частот десяток кгц мгц регистрирова датчик воспринима ударн волн возника высвобожден энерг,0
следовательн проблем дат случа явля выявлен полезн информац сигна источник вибрац котор возника обработк достаточн подшипник шпиндел зубчат пар заготовк,1
ход предварительн исследован 4 установ акустическ сигна диапазон 6 12 кгц облада наибольш информативн,0
учитыва больш разнообраз станок схем обработк решен област активн контрол целесообразн создава вид экспертн систем возможн обучен котор реальн настраива кажд случа конкретн оборудован инструмент оснастк,1
экспертн систем понима программн комплекс выполня задач эксперт определен предметн област,0
работ систем основа анализ дат послед выдач решен совет,0
основн преимуществ использован дат систем реализова возможн пополнен информац знан послед сохранен,0
построен экспертн систем отлич человек стро объективн расчетн закономерн,0
факт субъективн отсутствова существен повыша объективн оценк,0
типов соста экспертн систем след 6 баз знан содержим знан подсистем вывод набор прав котор реализова функц решен задач подсистем объяснен логическ блок подсистем сбор дат пользовательск интерфейс,0
наибол важн элемент экспертн систем явля баз знан,0
имен дан элемент реализова интеллектуальн способн систем,0
баз знан наполня нов знан обязательн порядок вход соста люб экспертн систем,0
чащ информац экспертн систем хран символьн вид,0
процесс функционирован экспертн систем подразумева определен последовательн преобразован символ 6,0
элемент приобретен знан предназнач добавля нов знан баз знан,0
главн задач дан элемент заключа приведен дат вид котор пригодн обработк рамк экспертн систем 6,1
подсистем вывод составн част экспертн систем котор реализова процесс рассужден использован баз знан рабоч множеств,0
дат подсистем реализова функц 6 производ обработк дат рабоч множеств основ прав баз знан такж добавля нов факт реализова вывод информац пользовател,1
5 6 научнотехническ вестник государствен 2019 4 nauchnotekhnicheskiyvestnikbryanskogogosudarstvennogouniversitet 2019,0
взаимодейств компонент рамк экспертн систем наш случа предполага включен человек систем поэт структурн схем нескольк измен,0
структурн схем экспертн систем участ человек 2,0
материа метод исследован эксперимент изучен зависим параметр вибросигна износ спланирова провест стойкостн,1
обработк провод токарновинторезн станок модел 1и611пф2,1
измерен ширин фаск износ задн поверхн провод инструментальн микроскоп мим6,1
услов проведен эксперимент след скорост резан 215 вм мин подач 07 0 смм глубин резан 25 0 тмм инструментальн материа вок60,0
зап виброакустическ сигна производ посредств датчикаакселерометр модел kd45,0
датчик вибрац устанавлива непосредствен близост зон обработк,1
фильтрац сигна послед обработк выполня программ 4,1
спектрограмм сигна h3 0 4 мм качеств дополнительн критер оценк ресурс работ инструмент предлага использова корреляцион энтроп сигна 6,0
корреляцион энтроп выража корреляцион интегра след образ 6 lim lim 0 lim 1 1 1 времен задержк размерн фазов пространств,0
вычислен корреляцион энтроп производ компьютерн программ 7,0
анализирова оп создан экспертн систем 6 следова отмет наибольш затруднен возника создан блок прав есл,0
применительн рассматрива задач главн проблем явля высок неопределен исходн дат,0
выход явля использован аппарат нечетк логик построен логическ блок блок есл,0
научнотехническ вестник государствен 2019 4 nauchnotekhnicheskiyvestnikbryanskogogosudarstvennogouniversitet 2019,0
22281 2413992020190504488496 493 нечетк логик явля част математик расширен классическ логик основа концепц частичн истин,0
главн достоинств нечетк логик отнест 8 9 нечетк логик позволя обрабатыва дат котор зада однозначн довольн изношен достаточн нов,0
возможн формализова критер оценк сравнен использова понят вид возможн допустим,0
возможн обработк дат котор зада качествен вид основ нечетк логик стро различн имитацион модел сложн систем числ динамическ цел обеспечен требова сложност,1
основн понят нечетк логик множеств котор обычн зада форм характеристическ функц функц принадлежн указыва принадлежн элемент х множеств 8 9 0 1,0
согласн рекомендац 8 9 построен экспертн систем целесообразн применя гаусс функц принадлежн 2,0
важн понят нечетк логик явля лингвистическ нечетк перемен,0
нечетк перемен включа параметр 9 10 перем област определен перемен функц принадлежн,0
лингвистическ перемен характеризова пят параметр 8 9 перемен терммножеств област значен процедур обработк элемент терммножеств процедур преобразован нов дат нечетк вид,1
нечетк логическ вывод называ аппроксимац зависим 1 2 выходн лингвистическ перемен входн лингвистическ перемен получен значен вид нечетк множеств использован баз знан содержим прав есл,0
9 привест зависим мощност вибросигна ширин фаск износ,1
зависим sw f h3 анализирова дан зависим выдел участок котор характеризова период износ инструмент,1
значен фаск износ 0 0 4 мм наблюда период приработк котор характеризова постепен снижен мощност виброакустическ сигна,1
период нормальн износ 0 4 1 8 мм рост мощност виброакустическ сигна незначительн,1
наступлен катастрофическ износ ширин фаск износ превыша 1 8 мм имет мест интенсивн рост мощност виброакустическ сигна,1
зависим корреляцион энтроп ширин фаск износ привест,1
характер зависим дан параметр аналогичн классическ крив износ,1
эт дава возможн адекватн определя период износ,1
оценк ресурс работ режущ инструмент разработа нейронечетк модел,0
входн научнотехническ вестник государствен 2019 4 nauchnotekhnicheskiyvestnikbryanskogogosudarstvennogouniversitet 2019,0
22281 2413992020190504488496 494 параметр модел явля корреляцион энтроп сигна мощност вибросигна выходн ширин фаск износ 3,1
структур модел обучен систем сформирова выборк,0
тестирован производ дат котор вход обуча выборк,0
установ ошибк оценк параметр износ превыша 5,1
использован аппарат нечетк логик дава возможн эффективн оценива ресурс работ инструмент услов неопределен,0
14 представ поверхн функц нечетк логик,0
поверхн функц научнотехническ вестник государствен 2019 4 nauchnotekhnicheskiyvestnikbryanskogogosudarstvennogouniversitet 2019,0
пример вычислен перемен пример вычислен погрешн оценк износ помощ нейронечетк модел 3теор 3эксп 3теор 100 0,1
результат тестирован модел установ средн погрешн превыша 10,0
дополнительн преимуществ применен нечетк модел явля возможн формализова определен период износ,1
13 дава возможн эффективн принима решен дальн использован инструмент,0
дат модел полож основ устройств контрол износ режущ инструмент схем котор привест,1
схем устройств активн контрол износ устройств включа пъезоакустическ датчик 2 котор устанавлива державк резец 1,1
записа сигна поступа устройств обработк 3 осуществля фильтрац необходим вычислен связа оценк износ,1
получ результат отобража устройств вывод 4,0
использован дан устройств позвол повыс качеств обработк исполнительн поверхн детал строительнодорожн машин услов ремонтн производств,1
использован виброакустическ сигна частотн диапазон 6 12 кгц дава возможн провод оценк износ режущ инструмент ход обработк,1
мощност сигна дат диапазон величин корреляцион энтроп сигна имет тесн взаимосвяз критер износ режущ кромк инструмент,1
применен нейронечетк модел дава возможн определен параметр износ режущ инструмент погрешн превыша 10,1
использован нечетк логик позволя эффективн оценива ресурс работ инструмент услов неопределен принима решен дальн использован,0
внедрен устройств активн контрол износ режущ инструмент позвол повыс качеств обработк исполнительн поверхн детал строительнодорожн машин услов ремонтн производств,1
особен актуальн использован дат решен представля случа производ больш объест обработк однотипн детал например растачиван гильз цилиндр,1
качеств перспектив дальн исследован следова выдел апробац услов реальн ремонтн производств пополнен баз знан экспертн систем,0
такж следова удел вниман разработк пользовательск интерфейс экспертн систем котор обеспечива комфортн взаимодейств рабоч,0
научнотехническ вестник государствен 2019 4 nauchnotekhnicheskiyvestnikbryanskogogosudarstvennogouniversitet 2019,0
22281 2413992020190504488496 496 список литератур 1,0
научн основ обеспечен шероховат поверхн баз анализ случайн процесс,1
0 свидв отраслев регистрац программ эвм 50200802217 рег,0
анализ коррелограмм профил поверхн обрабатыва резан свидв государствен регистрац программ эвм 2012611805 рег,0
vibroakusticheskay diagnostik tekhnologichesk protsess vibroacoustic diagnostics technologica processes,0
nauchn osnov obespecheniy sherokhovat poverkhn na baz analiz sluchayn protsess scientific basis surfac roughness based rand process analysis,0
svidetelstv ob otraslevo registrats programm dly evm vibration acoustic signa analysis,0
metod analiz slozhn signal methods analysis complex signals,0
sistem upravleniy znaniy metod tekhnolog knowledg management systems methods technologies,0
analiz korrelogramm profile poverkhnoste obrabatyva rezan,0
svidetelstv gosudarstvenno registrats programm dly evm analyzing correlograms cut surfac profiles,0
nechetk modelirovan v sred matlab fllzzytec fuzz modeling matlab fllzzytec,0
proektirovan nechetk sist sredstv matlab designing fuzz systems matlab,0
настоя врем производств строительн погрузоразгрузочн монтажн работ тип грузоподъемн кранов наибольш применен наход самоходн стрелов кран оснаст телескопическ стрелов оборудован 1,1
телескопическ стрел представля себ консольн стержнев конструкц ступенчат жесткост состоя сопряга неподвижн корн нескольк подвижн секц кажд послед котор вход вовнутр предыдущ,1
подвижн секц опира опорн элемент передн котор располож нижн передн част внешн секц задн верхн задн част внутрен секц,0
боков смещен секц удержива бок упор,0
перемещен секц осуществля систем канат длинноход гидроцилиндр двойн действ комбинирова канатногидравлическ механизм,0
широк распространен дан грузоподъемн средств обуслов экономическ эффективн котор определя универсальн функциональнотехнологическ свойств сочетан мобильн высок энерговооружен гидрофицирова оборудован,0
врем грузопод мны кран явля объект повышен производствен опасн эксплуатац связа вероятн образован аварийн ситуац негативн техникоэкономическ социальн последств 2,0
спектр неблагоприятн фактор оказыва влиян надежн грузоподъемн кран цел телескопическ стрел частност наибол опасн явля возмущен природ котор нос случайн характер зависет квалификац оператор,1
воздейств отнест инерцион нагрузк обуслов внезапн просадк аутригер,1
особен дан явлен опасн процесс азимутальн перемещен груз,0
помим непредсказуем появлен вид нагружен характеризова быстротечн воздейств действ телескопическ стрелов оборудован одновремен тр х инерцион сил центробежн касательн вертикальн,1
изучен воздейств просадк выносн опор стрелов кран посвят ряд работ 38 большинств исследован рассматрива влиян дан реж устойчив кран нагружен опорн контур,1
нагружен телескопическ стрел результат просадк аутригер удел недостаточн вниман,1
задач исследован явля изучен нагружен телескопическ стрел результат просадк выносн опор грузоподъемн кран процесс поворот,1
качеств объект исследован выбра железнодорожн кран сокол 80,0
создан числен модел кран натурн исследован стрелов кранов связа доведен грузоподъемн машин предельн состоян представля значительн сложност поскольк предполага больш материальн затрат снижен ресурс оборудован повышен производствен опасн,0
связ эт исследован нагружен телескопическ стрел результат просадк выносн опор грузоподъемн кран процесс поворот целесообразн примен методик числен эксперимент помощ котор получ необходим дат исключ вышеуказа недостаток натурн исследован,1
компьютерн моделирован осуществля сред специализирова функциона motion комплексн динамическ кинематическ модул программн комплекс solidworks модул проведен расчет метод конечн элемент solid edg simulation основа технолог анализ fe femap решател nx nastra,1
перв этап создава виртуальн модел объект идентич научнотехническ вестник государствен 2019 4 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
22281 2413992020190504497509 499 сво наибол существен характеристик объект исследован,0
втор провод числен эксперимент цел изучен объект элемент услов определен нагружен,0
01м соответств реальн прототип описа работ 9,0
связ дат числен модел учитыва просадк грунт выносн опор колебательн характер движен груз модел дополня механизм просадк грунт разработа работ 5 механизм подь груз,1
схем моделирован механизм подь груз динамическ модел кран представ,0
согласн нормативн техническ документац 10 11 вид ветв канатн строп грузоподъемн четырехветвев грузов канатн строп 4ск дава возможн перемеща груз вес 25 тон,0
связ эт дан тип строп котор имитирова элемент пружин с3 с4 с5 с6 применя качеств грузозахватн приспособлен модел,0
гибк тягов орга канат моделирова систем состоя фиктивн шарнир фш1 фш2 четыр абсолютн упруг протяжен цилиндрическ соедин фиктивн шарнир пружин с7 с8 демпфер д3 д4 мест расположен котор определя посредств модальночастотн анализ,0
фиктивн шарнир воспроизвод поперечн жесткост канат продольн вязкоупруг элемент продольн,0
характеристик пружин коэффициент упруг показател степен выражен сил пружин демпфер показател степен выражен сил демпфер коэффициент демпфирован подбира соответств требован нормативн документ канат,0
действ груз вращен поворотн платформ сил сопротивлен упруг воздушн сред моделирова показа,0
1 вязкоупруг элемент систем грузвспомогательн стойк с1 с2 д1 д2,0
связ масс вспомогательн стойк крайн незначительн неподвижн прикреп оголовок стойк оказыва ощутим влиян телескопическ стрел процесс поворот кран,1
механизм подь груз схем б реализац функциона motion 1 канат 2 вспомогательн стойк 3 груз фш1 фш2 фиктивн шарнир 2го род с1 с2 д1 д2 вязкоупруг элемент систем грузвспомогательн стойк с3 с4 с5 с6 упруг элемент систем грузканат с7 с8 д3 д4 вязкоупруг продольн элемент научнотехническ вестник государствен 2019 4 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
числен моделирован вращен кран просадк аутригер виртуальн эксперимент выполня опорн контур кран максимальн выдвинут аутригер максимальн длин телескопическ стрел 25 метр максимальн угол подь 49 20 соответств эт показател вылет 13 метр грузоподъемн 25,1
числен моделирован поворот железнодорожн кран сокол 80,0
01м внезапн просадк опор осуществля след образ модел грузоподъемн кран установ грунтов площадк поворотн платформ прикладыва крут момент результат происход поворот стрелов оборудован кран,1
момент нача поворот характеризова небольш скачок ускорен скорост груз такж небольш горизонтальн отклонен котор обуслов инерцион нагрузк,1
эксплуатац кранов изз неравномерн внедрен аутригер грунт чащ имет мест трехопорн схем опиран грузоподъемн машин 58 трансформирова зависим положен стрелов оборудован 5,0
эт особен ярк выража значительн просадк опор,1
2 положен телескопическ стрел посредств механизм реализац просадк опор осуществля просадк аутригер составля 15 мм,1
результат происход резк перемещен груз вертикальн горизонтальн плоскост,0
заброс груз сопровожда резк увеличен ускорен скорост груз,0
схем трансформац ядр опиран кранов установк 1 2 3 4 опор кран iv положен стрел поворот б,1
времен зависим ускорен скорост груз поворот углов ускорен б углов скорост расчетн положен 0 поворот момент нача поворот момент просадк выносн опор iv момент поднят просест опор iv положен стрел смен опорн контур сопровожда поднят просест опор 1,1
результат происход повторн мен значительн горизонтальн заброс груз одновремен резк поднят вверх такж характеризова увеличен ускорен скорост груз,0
связ касательн центробежн сил инерц груз прям пропор научнотехническ вестник государствен 2019 4 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
22281 2413992020190504497509 501 циональн соответствен углов ускорен углов скорост груз 8 график инерцион сил быт аналогичн времен зависим представ,0
вертикальн перемещен груз результат просадк опор вызыва резк возрастан колебательн характер изменен реакц опорн элемент телескопическ стрел,1
горизонтальн сил заброс обуславлива чередован схем нагружен телескопическ стрел момент просадк наблюда переход первоначальн горизонтальн расчетн положен дал действ касательн сил инерц груз происход возвращен перв расчетн положен переход расчетн положен сопровожда скачкообразн увеличен значен реакц бок упор,1
времен зависим реакц опор скольжен известн наибольш напряжен телескопическ стрел возника сечен давлен опорн элемент 1214 происход суммирован деформац внешн нагрузк сил действ сторон опорн элемент местн нагрузк такж проявля стеснен депланац,1
максимальн нагружен образова пояс мест опорн элемент зон котор располож сечен опорн элемент непосредствен близост гран соединен стенк полк 12,0
существ исследован 1218 посвят изучен дат рассматрива напряженнодеформирова состоян стойк пояс телескопическ стрел обуслов действ вертикальн нагрузк влиян бок упор,1
цел определен влиян внешн местн вертикальн горизонтальн нагрузк нагружен секц сред solid edg simulation провод прочностн анализ конструкц расчетн случа 0 поворот нача поворот момент просадк выносн опор,1
упор бок поверхн секц исключен заклиниван оставля небольш зазор величин 1 мм нагружен стенк телескопическ стрел свободн деформирова расстоян межсекцион зазор зат взаимодействова бок упор,1
дан взаимодейств невозможн учест использова секц применя ограничен опор модул расчет конечн элемент тип заделк ползун шарнир,0
связ эт числен расчетн модел составля сопряч секц корн средн котор испытыва внешн воздейств друг ограничива дефор научнотехническ вестник государствен 2019 4 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
схем нагружен секц телескопическ стрел ил ивл лев боков упор ип ивп прав боков упор ri riv реакц опор скольжен рли рлив реакц лев бок упор рпи рпив реакц прав бок упор мповорот момент поворот фц центробежн сил инерц фк1 касательн сил инерц поворот f к2 f к1 касательн сил инерц просадк опор научнотехническ вестник государствен 2019 4 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,1
22281 2413992020190504497509 503 мирован нагруз секц,0
определен напряженнодеформирова состоян средн секц средн секц испытыва нагружен корнев секц служ ограничен исследован нагружен корн секц наоборот,0
азимутальн перемещен груз связ гибкост тягов орга груз отклоня подвес,0
наибол опасн случа явля одновремен выход груз продольн поперечн плоскост стрел наблюда просадк аутригер,1
отклонен груз подвес некотор расстоян b плоскост телескопическ стрел приложим оголовок равн величин противоположн направ сил сил тяжест груз касательн сил инерц,1
кажд сил тр х образова пар сил крут момент,0
образ телескопическ стрел испытыва совместн действ изгиб кручен горизонтальн фронтальн профильн плоскост,1
стрел одновремен воздействова изгиба сил крут момент,1
схем действ внешн сил обуслов груз стрелов оборудован результат расчет метод конечн элемент получ эпюр нагружен секц действ местн внешн сил табл,1
основан результат прочностн расчет телескопическ стрел метод конечн элемент сдела след вывод 1,1
местн напряжен сечен соответств наибольш нагружен телескопическ стрел превыша напряжен вызва внешн нагрузк 2 23 0м расчетн случа,1
эт противореч результат исследован 12 17 18 согласн котор напряжен вызва местн усил моч нескольк превыша напряжен внешн нагрузк,1
нормирова поворот напряжен секц обуслов местн внешн нагрузк возраста 0 5 1 0 соответствен,1
момент просадк опор кран напряжен конструкц обуслов местн внешн нагрузк увеличива примерн 20 относительн нагружен нулев положен,1
соотношен максимальн напряжен обуслов вертикальн горизонтальн внешн местн сил соответств расчетн положен представ табл,1
максимальн нагружен телескопическ стрел вызва действ горизонтальн сил образова сечен давлен бок упор,1
происход суммирован деформац внешн местн горизонтальн нагрузк стенк бок упор зон располож непосредствен близост гран соединен стенк полк,1
нулев расчетн случа наибольш местн напряжен конструкц возника полк мест опорн элемент зон располож сечен опорн элемент непосредствен близост ребр соединен стойк пояс противореч результат исследован 12,1
научнотехническ вестник государствен 2019 4 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,0
22281 2413992020190504497509 504 таблиц 1 нагружен корн секц телескопическ стрел местн внешн нагрузк случа общ вид эпюр нагружен телескопическ стрел област сечен област сечен шкал напряжен 0 таблиц 2 соотношен максимальн напряжен телескопическ стрел вызва внешн местн нагрузк расчетн случа напряжен обуслов местн усил мпа вертикальн усил горизонтальн усил суммарн усил 0 поворот 446 0 446 нормирова поворот 446 37 448 момент просадк аутригер 453 323 556 научнотехническ вестник государствен 2019 4 nauchnotekhnichesk vestnik bryansk gosudarstven universitet 2019,1
2 напряжен обуслов внешн усил мпа вертикальн усил горизонтальн усил суммарн усил 0 поворот 200 0 200 нормирова поворот 200 17 202 момент просадк аутригер 204 145 250 поворот связ мал величин горизонтальн нагрузк максимальн напряжен секц практическ идентичн нагружен нулев положен,1
заметн исключен составля распределен напряжен сечен корн област наблюда увеличен максимальн нагруз област опорн элемент близк располож перв прав боков упор подвержен действ горизонтальн нагрузк соответств уменьшен максимальн нагруз област опорн элемент располож далек перв прав боков упор,1
момент просадк аутригер связ значительн горизонтальн нагрузк происход заметн перераспределен увеличен напряжен секц,1
наибольш нагружен образова област действ местн бок нагрузк такж област действ реакц опорн элемент котор близк располож район действ бок нагрузк зон располож действ местн вертикальн горизонтальн нагрузк непосредствен близост гран соединен стенк полк,1
исход результат прочностн расчет заключ максимальн деформац вогнут выпукл полк стенк телескопическ стрел основн образова сечен расположен опорн элемент бок упор вызва местн нагрузк,1
